DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update,Start Date,End Date,Duration (Days),Season
2016-0553-PAK,No,nat-hyd-flo-riv,Natural,Hydrological,4,27,GLIDE:TC-2024-000161,Dengue,PAK,30,Southern Asia,0,"Azad Jammu and Kashmir, Punjab, Federally Administered Tribal Areas (Orakzai), Khyber Pakhtunkhwa, Balochistan, Gilgit-Baltistan",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2016,3.0,9.0,2016,3.0,29.0,-0.02054176604010865,127.0,22200.0,4285.0,-0.10650505256173012,10000000.0,10411641.0,147000.0,199782.0,2000.0,2539.0,78.76792299752094,"[{""adm1_code"":2272,""adm1_name"":""Balochistan""},{""adm1_code"":2273,""adm1_name"":""Federally Administered Tribal Areas""},{""adm1_code"":2275,""adm1_name"":""North-West Frontier""},{""adm1_code"":2276,""adm1_name"":""Punjab""},{""adm1_code"":40408,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40409,""adm1_name"":""Administrative unit not available""}]",2017-04-26,2023-09-25,2016-03-09,2016-03-29,0.13145532692933617,2
2016-0554-IND,No,nat-hyd-flo-flo,Natural,Hydrological,4,10,GLIDE:TC-2024-000161,Dengue,IND,12,Southern Asia,0,"Jorhat, Golaghat (Assam State)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2016,7.0,17.0,2016,7.0,19.0,-0.04686653040654328,44.0,22200.0,3000.0,-0.10561246826679517,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,78.76792299752094,"[{""adm2_code"":17582,""adm2_name"":""Golaghat""},{""adm2_code"":70089,""adm2_name"":""Jorhat""}]",2017-04-26,2023-09-25,2016-07-17,2016-07-19,-0.21020354106547148,3
2016-0554-PAK,No,nat-hyd-flo-flo,Natural,Hydrological,4,10,GLIDE:TC-2024-000161,Dengue,PAK,30,Southern Asia,0,"Karachi, Hyderabad, Tando Allahyar, Mirpur Khas (Sindh), Balochistan state",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2016,8.0,6.0,2016,8.0,7.0,-0.049818840428947166,60.0,2900.0,3000.0,-0.10666729998239181,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,78.76792299752094,"[{""adm1_code"":2272,""adm1_name"":""Balochistan""},{""adm2_code"":23683,""adm2_name"":""Hyderabad District""},{""adm2_code"":40392,""adm2_name"":""Karachi Central District""},{""adm2_code"":40393,""adm2_name"":""Karachi East District""},{""adm2_code"":40394,""adm2_name"":""Karachi South District""},{""adm2_code"":40395,""adm2_name"":""Karachi West District""},{""adm2_code"":40399,""adm2_name"":""Mirpur Khas District""}]",2017-04-26,2023-09-25,2016-08-06,2016-08-07,-0.22918458928740526,3
2016-0573-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,4,10,GLIDE:TC-2024-000161,Dengue,VNM,47,South-eastern Asia,0,"Thanh Hóa, Lào Cai, Yên Bái, Bac Kan, Dien Bien, Ha Thin, Son La, Thai Nguyen",Torrential rainfall,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2016,8.0,12.0,2016,8.0,14.0,-0.053263202121751695,4.0,410.0,95.0,-0.10694117631024429,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,78.76792299752094,"[{""adm1_code"":3328,""adm1_name"":""Bac Kan""},{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3378,""adm1_name"":""Son La""},{""adm1_code"":3381,""adm1_name"":""Thai Nguyen""},{""adm1_code"":3382,""adm1_name"":""Thanh Hoa""},{""adm1_code"":3390,""adm1_name"":""Yen Bai""},{""adm1_code"":73936,""adm1_name"":""Dien Bien""},{""adm1_code"":73939,""adm1_name"":""Lao Cai""}]",2017-05-31,2023-09-25,2016-08-12,2016-08-14,-0.21020354106547148,3
2016-9119-TLS,No,nat-cli-dro-dro,Natural,Climatological,0,7,GLIDE:TC-2024-000161,Dengue,TLS,42,South-eastern Asia,0,"Baucau, Lautem, Viqueque provinces","Lack of rain, El Nino","Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2016,4.0,15.0,2016,4.0,16.0,-0.051048969604948785,44.0,120000.0,3000.0,-0.09358917455935879,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,78.76792299752094,"[{""adm1_code"":2959,""adm1_name"":""Baucau""},{""adm1_code"":2964,""adm1_name"":""Lautem""},{""adm1_code"":2969,""adm1_name"":""Viqueque""}]",2016-04-20,2023-09-25,2016-04-15,2016-04-16,-0.22918458928740526,2
2016-9225-KHM,No,nat-cli-dro-dro,Natural,Climatological,0,7,GLIDE:TC-2024-000161,Dengue,KHM,5,South-eastern Asia,0,"Banteay Meanchey, Battambang, Pursat, Kampong Speu provinces",Heavy rains,Water shortage,No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2016,5.0,15.0,2016,5.0,16.0,-0.051048969604948785,44.0,2500000.0,3000.0,0.17235356729657597,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,78.76792299752094,"[{""adm1_code"":791,""adm1_name"":""Banteay Meanchey""},{""adm1_code"":792,""adm1_name"":""Battambang""},{""adm1_code"":795,""adm1_name"":""Kampong Speu""},{""adm1_code"":809,""adm1_name"":""Pursat""}]",2016-07-07,2023-09-25,2016-05-15,2016-05-16,-0.22918458928740526,2
2016-9369-CHN,No,nat-cli-dro-dro,Natural,Climatological,0,7,GLIDE:TC-2024-000161,Dengue,CHN,6,Eastern Asia,0,"Jilin Sheng, Heilongjiang Sheng, Shanxi Sheng, Gansu Sheng, Ningxia Huizu Zizhiqu, Nei Mongol Zizhiqu provinces",High temperature and reduced rainfall,Heat wave|Water shortage,No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2016,6.0,15.0,2016,8.0,16.0,-0.051048969604948785,44.0,10000000.0,3000.0,1.0104084260862864,10000000.0,10411641.0,1100000.0,1396508.0,3000000.0,3808657.0,78.76792299752094,"[{""adm1_code"":902,""adm1_name"":""Gansu Sheng""},{""adm1_code"":908,""adm1_name"":""Heilongjiang Sheng""},{""adm1_code"":915,""adm1_name"":""Jilin Sheng""},{""adm1_code"":917,""adm1_name"":""Nei Mongol Zizhiqu""},{""adm1_code"":918,""adm1_name"":""Ningxia Huizu Zizhiqu""},{""adm1_code"":923,""adm1_name"":""Shanxi Sheng""}]",2016-11-17,2023-09-25,2016-06-15,2016-08-16,0.9286593522505541,3
2016-9529-LKA,No,nat-cli-dro-dro,Natural,Climatological,0,7,GLIDE:TC-2024-000161,Dengue,LKA,36,Southern Asia,0,Batticaloa District (Eastern province),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2016,10.0,15.0,2017,5.0,16.0,-0.051048969604948785,44.0,900000.0,3000.0,-0.006431469245228907,10000000.0,10411641.0,147000.0,199782.0,20000.0,25391.0,78.76792299752094,"[{""adm1_code"":925,""adm1_name"":""Taiwan Sheng""}]",2017-01-23,2023-09-25,2016-10-15,2017-05-16,3.7947976337625517,4
2017-0006-THA,No,nat-hyd-flo-riv,Natural,Hydrological,4,27,DFO:4432|GLIDE:FL-2017-000004,Dengue,THA,41,South-eastern Asia,0,"Pattani, Yala, Narathiwat, Songkhla, Phattalung, Trang, Nakhon Si Thammarat, Krabi, Surat Thani, Chumphon, Prachaub Khirikhan, Ranong provinces ",Heavy rains,"Slide (land, mud, snow, rock)",Yes,No,No,1068.0,0.4844633945031135,Km2,-2.4509552366652287,0.14689171054757544,Yangtze river,2017,1.0,1.0,2017,1.0,31.0,-0.03161292862412322,44.0,1800000.0,3000.0,0.09413511380953635,10000000.0,10411641.0,147000.0,199782.0,1000000.0,1243073.0,80.44577926194549,"[{""adm1_code"":2862,""adm1_name"":""Chumphon""},{""adm1_code"":2867,""adm1_name"":""Krabi""},{""adm1_code"":2880,""adm1_name"":""Nakhon Si Thammarat""},{""adm1_code"":2882,""adm1_name"":""Narathiwat""},{""adm1_code"":2887,""adm1_name"":""Pattani""},{""adm1_code"":2890,""adm1_name"":""Phatthalung""},{""adm1_code"":2899,""adm1_name"":""Prachuap Khilikhan""},{""adm1_code"":2900,""adm1_name"":""Ranong""},{""adm1_code"":2913,""adm1_name"":""Songkhla""},{""adm1_code"":2916,""adm1_name"":""Surat Thani""},{""adm1_code"":2920,""adm1_name"":""Trang""},{""adm1_code"":2925,""adm1_name"":""Yala""}]",2017-01-10,2023-09-25,2017-01-01,2017-01-31,0.32126580914867375,1
2017-0025-PAK,No,nat-hyd-mmw-ava,Natural,Hydrological,8,2,GLIDE:TC-2024-000161,Dengue,PAK,30,Southern Asia,0,"Tehsil Garam Chashma, Shershal UC Karimabad village, Arandu (Chitral), Dera Ismail Khan (Khyber Pakhtunkhwa province), Bazaar Zakhakhel, Badi Samoor area of Khar (Bajaur) (Federally Administered Tribal Areas of Pakistan), between Chagai and Nushki (Balochistan)",Heavy rains,Rain|Snow/ice,No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2017,2.0,4.0,2017,2.0,4.0,-0.05301717628655137,3.0,110.0,3000.0,-0.10698542560678839,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,80.44577926194549,"[{""adm2_code"":23614,""adm2_name"":""Chagai District""},{""adm2_code"":23631,""adm2_name"":""Bajaur Agency""},{""adm2_code"":23642,""adm2_name"":""D. I. Khan District""},{""adm2_code"":40334,""adm2_name"":""Chitral District""}]",2017-02-06,2023-09-25,2017-02-04,2017-02-04,-0.248165637509339,1
2017-0026-AFG,No,nat-hyd-mmw-ava,Natural,Hydrological,8,2,GLIDE:TC-2024-000161,Dengue,AFG,0,Southern Asia,0,"Afsay Village - Barg-e-Matal district (Nuristan province), Nuristan",Heavy rains,Snow/ice,No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2017,2.0,5.0,2017,2.0,5.0,-0.0429301170433381,13.0,22200.0,350.0,-0.10695749044482873,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,80.44577926194549,"[{""adm1_code"":925,""adm1_name"":""Taiwan Sheng""}]",2017-02-06,2023-09-25,2017-02-05,2017-02-05,-0.248165637509339,1
2017-0027-AFG,No,nat-hyd-mmw-ava,Natural,Hydrological,8,2,GLIDE:TC-2024-000161,Dengue,AFG,0,Southern Asia,0,Dawaz Bala (Badakhshan province),Heavy rains,Snow/ice,No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2017,2.0,5.0,2017,2.0,5.0,-0.037271522833730655,44.0,22200.0,3000.0,-0.10561246826679517,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,80.44577926194549,"[{""adm1_code"":925,""adm1_name"":""Taiwan Sheng""}]",2017-02-06,2023-09-25,2017-02-05,2017-02-05,-0.248165637509339,1
2017-0028-PHL,No,nat-hyd-flo-flo,Natural,Hydrological,4,10,GLIDE:FL-2017-000010,Dengue,PHL,31,South-eastern Asia,0,"Western Visayas, Central Visayas, Eastern Visayas, Zamboanga (Samboanga del Norte), Northern Mindanao (Bukidnon, Camiguin, Misamis Occidental, Misamis oriental, Lanao del Norte) Davao (Compostela, Davao del Norte, Davao del Sur, Davao Oriental), Caragan (Agusan del Norte, Agusan del Sur, Surigao del Norte), Autonomous region of Muslim Mindanao (Lanao del Sur, Maguindanao), Soccskargen (Saranggani)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2017,1.0,16.0,2017,1.0,31.0,-0.05301717628655137,44.0,1500000.0,3000.0,0.060612919457947924,10000000.0,10411641.0,147000.0,199782.0,8100.0,10069.0,80.44577926194549,"[{""adm1_code"":2362,""adm1_name"":""Region VI (Western Visayas)""},{""adm1_code"":2363,""adm1_name"":""Region VII (Central Visayas)""},{""adm1_code"":2364,""adm1_name"":""Region VIII (Eastern Visayas)""},{""adm2_code"":24275,""adm2_name"":""Agusan Del Norte""},{""adm2_code"":24276,""adm2_name"":""Agusan Del Sur""},{""adm2_code"":67169,""adm2_name"":""Surigao Del Norte""},{""adm2_code"":24200,""adm2_name"":""Lanao Del Sur""},{""adm2_code"":67174,""adm2_name"":""Maguindanao""},{""adm2_code"":24238,""adm2_name"":""Zamboanga Del Norte""},{""adm2_code"":24262,""adm2_name"":""Bukidnon""},{""adm2_code"":24263,""adm2_name"":""Camiguin""},{""adm2_code"":24264,""adm2_name"":""Misamis Occidental""},{""adm2_code"":24265,""adm2_name"":""Misamis Oriental""},{""adm2_code"":24272,""adm2_name"":""Lanao Del Norte""},{""adm2_code"":24266,""adm2_name"":""Compostela""},{""adm2_code"":24267,""adm2_name"":""Davao del Norte""},{""adm2_code"":24268,""adm2_name"":""Davao Del Sur""},{""adm2_code"":24269,""adm2_name"":""Davao Oriental""},{""adm2_code"":24270,""adm2_name"":""Saranggani""}]",2017-02-06,2023-09-25,2017-01-16,2017-01-31,0.03655008581966738,1
2017-0034-TJK,No,nat-hyd-mmw-ava,Natural,Hydrological,8,2,GLIDE:TC-2024-000161,Dengue,TJK,40,Central Asia,0,"Pamir region. Road between Douchanbe (Tadshikistan territories) and Khodjent (Sogd), Gorno-Badakhshan region (East)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2017,1.0,27.0,2017,1.0,28.0,-0.052033072945750075,44.0,22200.0,3000.0,-0.10561246826679517,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,80.44577926194549,"[{""adm1_code"":2847,""adm1_name"":""Badakhshoni Kuni""},{""adm1_code"":2849,""adm1_name"":""Sogd""},{""adm1_code"":2850,""adm1_name"":""Tadzhikistan Territories""}]",2017-02-08,2024-10-25,2017-01-27,2017-01-28,-0.22918458928740526,1
2017-0038-AFG,No,nat-met-sto-bli,Natural,Meteorological,9,4,GLIDE:TC-2024-000161,Dengue,AFG,0,Southern Asia,0,"Darzab district (Jawzjan province); Bamyan, Shawel region (Baghlan province)",Heavy rains,"Avalanche (Snow, Debris)|Cold wave",No,No,No,1068.0,-0.17485083865698572,Kph,0.11112317404147908,0.11843532489868315,Yangtze river,2017,1.0,24.0,2017,1.0,25.0,-0.04760460791214425,44.0,22200.0,3000.0,-0.10561246826679517,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,80.44577926194549,"[{""adm1_code"":274,""adm1_name"":""Baghlan""},{""adm1_code"":276,""adm1_name"":""Bamyan""},{""adm2_code"":99961,""adm2_name"":""Darzab""}]",2017-02-08,2023-09-25,2017-01-24,2017-01-25,-0.22918458928740526,1
2017-0044-CHN,No,nat-hyd-mmw-lan,Natural,Hydrological,8,20,GLIDE:TC-2024-000161,Dengue,CHN,6,Eastern Asia,0,Nanzhang county (Hubei province),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2017,1.0,20.0,2017,1.0,20.0,-0.052279098780950405,44.0,22200.0,3000.0,-0.10561246826679517,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,80.44577926194549,"[{""adm2_code"":13121,""adm2_name"":""Xiangfan""}]",2017-02-09,2023-09-25,2017-01-20,2017-01-20,-0.248165637509339,1
2017-0045-PAK,No,nat-hyd-flo-flo,Natural,Hydrological,4,10,GLIDE:FL-2017-000017,Dengue,PAK,30,Southern Asia,0,"Turbat (Kech); Gwadar, Panjgur, Pishin, Ziarat, Qila Abdullah districts (Balochistan province)",Continuous rains and snowfalls,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2017,1.0,17.0,2017,1.0,22.0,-0.052033072945750075,650.0,60000.0,3000.0,-0.10022098200858136,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,80.44577926194549,"[{""adm2_code"":23616,""adm2_name"":""Gwadar District""},{""adm2_code"":23625,""adm2_name"":""Panjgur District""},{""adm2_code"":40298,""adm2_name"":""Kech District""},{""adm2_code"":40301,""adm2_name"":""Killa Abdullah District""},{""adm2_code"":40310,""adm2_name"":""Pishin District""},{""adm2_code"":40314,""adm2_name"":""Ziarat District""}]",2017-02-09,2023-09-25,2017-01-17,2017-01-22,-0.1532603963996702,1
2017-0046-IND,No,nat-hyd-mmw-ava,Natural,Hydrological,8,2,GLIDE:TC-2024-000161,Dengue,IND,12,Southern Asia,0,"Sonamanrg (Ganderbal district), Gurez Valleys (Jammu and Kashmir state)",Heavy snow,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2017,1.0,25.0,2017,1.0,26.0,-0.048342685417745224,44.0,22200.0,3000.0,-0.10561246826679517,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,80.44577926194549,"[{""adm1_code"":40424,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40431,""adm1_name"":""Administrative unit not available""}]",2017-02-09,2023-09-25,2017-01-25,2017-01-26,-0.22918458928740526,1
2017-0050-PHL,No,nat-geo-ear-gro,Natural,Geophysical,1,13,GLIDE:EQ-2017-000016,Dengue,PHL,31,South-eastern Asia,0,Surigao Del Norte district (Region XIII (Caraga) province),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.1768779675972035,Moment Magnitude,-2.093883569570486,1.8631294492910737,Yangtze river,2017,2.0,10.0,2017,2.0,10.0,-0.053263202121751695,202.0,16655.0,3000.0,-0.1051144401993784,10000000.0,10411641.0,147000.0,199782.0,13974.0,17371.0,80.44577926194549,"[{""adm2_code"":67169,""adm2_name"":""Surigao Del Norte""}]",2017-02-17,2023-09-25,2017-02-10,2017-02-10,-0.248165637509339,1
2017-0059-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,4,10,GLIDE:TC-2024-000161,Dengue,IDN,13,South-eastern Asia,0,"Jakarta (Bekasi, Jakarta)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,0.35532113210082805,Km2,-4.418005688677545,0.6268650941408795,Yangtze river,2017,2.0,21.0,2017,2.0,21.0,-0.05473935713295364,44.0,400.0,3000.0,-0.1069533560408587,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,80.44577926194549,"[{""adm1_code"":1516,""adm1_name"":""Dki Jakarta""}]",2017-03-02,2023-09-25,2017-02-21,2017-02-21,-0.248165637509339,1
2017-0068-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,8,20,GLIDE:TC-2024-000161,Dengue,IDN,13,South-eastern Asia,0,"Kintamani district (Bali); Java, Lombok, and Sumbawa.",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2017,2.0,9.0,2017,2.0,12.0,-0.052279098780950405,44.0,50500.0,3000.0,-0.10135514958414343,10000000.0,10411641.0,147000.0,199782.0,2000.0,2486.0,80.44577926194549,"[{""adm1_code"":1513,""adm1_name"":""Bali""},{""adm1_code"":1515,""adm1_name"":""Daerah Istimewa Yogyakarta""},{""adm1_code"":1516,""adm1_name"":""Dki Jakarta""},{""adm1_code"":1520,""adm1_name"":""Jawa Tengah""},{""adm1_code"":1521,""adm1_name"":""Jawa Timur""},{""adm1_code"":1528,""adm1_name"":""Nusatenggara Barat""},{""adm1_code"":73610,""adm1_name"":""Banten""},{""adm1_code"":73613,""adm1_name"":""Jawa Barat""}]",2017-03-03,2023-09-25,2017-02-09,2017-02-12,-0.19122249284353773,1
2017-0071-AFG,No,nat-met-sto-bli,Natural,Meteorological,9,4,GLIDE:TC-2024-000161,Dengue,AFG,0,Southern Asia,0,"Kabul province, Kohistan, Pashtoonkot, Andkhoy, Qurmkul, Balcheragh, and Dawlat districts (Faryab province)",Heavy rains,"Slide (land, mud, snow, rock)|Snow/ice",No,No,No,1068.0,-0.17485083865698572,Kph,0.11112317404147908,0.11843532489868315,Yangtze river,2017,2.0,17.0,2017,2.0,19.0,-0.04637447873614264,10.0,9045.0,3000.0,-0.10598624073381538,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,80.44577926194549,"[{""adm1_code"":284,""adm1_name"":""Kabul""},{""adm2_code"":3510,""adm2_name"":""Dawlatabad""},{""adm2_code"":3513,""adm2_name"":""Kohestan""},{""adm2_code"":99956,""adm2_name"":""Bilcheragh""},{""adm2_code"":99957,""adm2_name"":""Pashtunkot""},{""adm2_code"":99960,""adm2_name"":""Qaramqol""},{""adm2_code"":99963,""adm2_name"":""Andkhoy""}]",2017-03-16,2023-09-25,2017-02-17,2017-02-19,-0.21020354106547148,1
2017-0096-IRN,No,nat-hyd-flo-fla,Natural,Hydrological,4,9,GLIDE:FL-2017-000038,Dengue,IRN,14,Southern Asia,0,"Azerbaijane-Gharbi (west), Azerbaijane-Sharghi (east), Kordestan, Zanjan, Mazandaran, Ardebil",Torrential rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,0.3626473585720497,Km2,1.7206902698732398,-3.495796021970429,Yangtze river,2017,4.0,15.0,2017,4.0,16.0,-0.044898323724940695,44.0,22200.0,3000.0,-0.10561246826679517,10000000.0,10411641.0,147000.0,199782.0,353000.0,438805.0,80.44577926194549,"[{""adm1_code"":1542,""adm1_name"":""East Azarbayejan""},{""adm1_code"":1553,""adm1_name"":""Kordestan""},{""adm1_code"":1557,""adm1_name"":""Mazandaran""},{""adm1_code"":1561,""adm1_name"":""West Azarbayejan""},{""adm1_code"":1563,""adm1_name"":""Zanjan""},{""adm1_code"":33110,""adm1_name"":""Ardebil""}]",2017-04-18,2023-09-25,2017-04-15,2017-04-16,-0.22918458928740526,2
2017-0102-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,8,20,GLIDE:TC-2024-000161,Dengue,IDN,13,South-eastern Asia,0,Ponorogo discrict (Java province),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2017,4.0,1.0,2017,4.0,1.0,-0.048342685417745224,17.0,22200.0,160.0,-0.10697827420532671,10000000.0,10411641.0,147000.0,199782.0,11000.0,13674.0,80.44577926194549,"[{""adm2_code"":18092,""adm2_name"":""Ponorogo""}]",2017-04-19,2023-09-25,2017-04-01,2017-04-01,-0.248165637509339,2
2017-0110-CHN,No,nat-met-sto-sev,Natural,Meteorological,9,31,GLIDE:TC-2024-000161,Dengue,CHN,6,Eastern Asia,0,"Jiangsu, Henan provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Kph,0.11112317404147908,0.11843532489868315,Yangtze river,2017,3.0,1.0,2017,3.0,1.0,-0.05350922795695202,33.0,41100.0,3000.0,-0.10240182423244787,10000000.0,10411641.0,147000.0,199782.0,28000.0,34806.0,80.44577926194549,"[{""adm1_code"":909,""adm1_name"":""Henan Sheng""},{""adm1_code"":913,""adm1_name"":""Jiangsu Sheng""}]",2017-04-21,2023-09-25,2017-03-01,2017-03-01,-0.248165637509339,2
2017-0111-IDN,No,nat-hyd-flo-riv,Natural,Hydrological,4,27,GLIDE:TC-2024-000161,Dengue,IDN,13,South-eastern Asia,0,"Limapuluh Koto Regency (Sumatra province), Pangkalan, Kapur IX, Lareh Sago Halaban, Harau districts",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,"Sungai Batang Maek, Batang Kapur, Sinamar river, Batang Harau",2017,3.0,3.0,2017,3.0,3.0,-0.053263202121751695,44.0,17410.0,3000.0,-0.10505264762112364,10000000.0,10411641.0,147000.0,199782.0,19000.0,23618.0,80.44577926194549,"[{""adm2_code"":18208,""adm2_name"":""Limapuluhkoto""}]",2017-04-21,2023-09-25,2017-03-03,2017-03-03,-0.248165637509339,2
2017-0113-CHN,No,nat-geo-ear-gro,Natural,Geophysical,1,13,GLIDE:TC-2024-000161,Dengue,CHN,6,Eastern Asia,0,Yangbi (Yunnan province),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.1769004471744923,Moment Magnitude,0.11112317404147908,0.11843532489868315,Yangtze river,2017,3.0,26.0,2017,3.0,26.0,-0.051048969604948785,1.0,22200.0,2105.0,-0.106762726495646,10000000.0,10411641.0,147000.0,199782.0,31000.0,38535.0,80.44577926194549,"[{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""}]",2017-04-21,2023-09-25,2017-03-26,2017-03-26,-0.248165637509339,2
2017-0124-CHN,No,nat-geo-ear-gro,Natural,Geophysical,1,13,GLIDE:TC-2024-000161,Dengue,CHN,6,Eastern Asia,0,Xinjiang region,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17689515786218907,Moment Magnitude,0.11112317404147908,0.11843532489868315,Yangtze river,2017,5.0,11.0,2017,5.0,11.0,-0.053263202121751695,23.0,22200.0,4560.0,-0.10648594491094972,10000000.0,10411641.0,147000.0,199782.0,2000.0,2486.0,80.44577926194549,"[{""adm1_code"":927,""adm1_name"":""Xinjiang Uygur Zizhiqu""}]",2017-05-12,2023-09-25,2017-05-11,2017-05-11,-0.248165637509339,2
